id,img_path,label
172,data/images/172.jpg,Copepoda
173,data/images/173.jpg,Copepoda
174,data/images/174.jpg,Copepoda
175,data/images/175.jpg,Copepoda
176,data/images/176.jpg,Copepoda
177,data/images/177.jpg,Copepoda
178,data/images/178.jpg,Copepoda
179,data/images/179.jpg,Copepoda
180,data/images/180.jpg,Copepoda
201,data/images/201.jpg,detritus
202,data/images/202.jpg,detritus
203,data/images/203.jpg,detritus
204,data/images/204.jpg,detritus
205,data/images/205.jpg,detritus
206,data/images/206.jpg,detritus
207,data/images/207.jpg,detritus
208,data/images/208.jpg,detritus
209,data/images/209.jpg,detritus
210,data/images/210.jpg,detritus
211,data/images/211.jpg,detritus
212,data/images/212.jpg,detritus
213,data/images/213.jpg,detritus
214,data/images/214.jpg,detritus
215,data/images/215.jpg,detritus
216,data/images/216.jpg,detritus
217,data/images/217.jpg,detritus
218,data/images/218.jpg,detritus
219,data/images/219.jpg,detritus
220,data/images/220.jpg,detritus
221,data/images/221.jpg,detritus
222,data/images/222.jpg,detritus
223,data/images/223.jpg,detritus
224,data/images/224.jpg,detritus
225,data/images/225.jpg,detritus
226,data/images/226.jpg,detritus
227,data/images/227.jpg,detritus
228,data/images/228.jpg,detritus
229,data/images/229.jpg,detritus
230,data/images/230.jpg,detritus
231,data/images/231.jpg,detritus
232,data/images/232.jpg,detritus
233,data/images/233.jpg,detritus
234,data/images/234.jpg,detritus
235,data/images/235.jpg,detritus
236,data/images/236.jpg,detritus
237,data/images/237.jpg,detritus
238,data/images/238.jpg,detritus
239,data/images/239.jpg,detritus
240,data/images/240.jpg,detritus
241,data/images/241.jpg,detritus
242,data/images/242.jpg,detritus
243,data/images/243.jpg,detritus
244,data/images/244.jpg,detritus
245,data/images/245.jpg,detritus
246,data/images/246.jpg,detritus
247,data/images/247.jpg,detritus
248,data/images/248.jpg,detritus
249,data/images/249.jpg,detritus
250,data/images/250.jpg,detritus
251,data/images/251.jpg,detritus
252,data/images/252.jpg,detritus
253,data/images/253.jpg,detritus
254,data/images/254.jpg,detritus
255,data/images/255.jpg,detritus
256,data/images/256.jpg,detritus
257,data/images/257.jpg,detritus
258,data/images/258.jpg,detritus
259,data/images/259.jpg,detritus
260,data/images/260.jpg,detritus
261,data/images/261.jpg,detritus
262,data/images/262.jpg,detritus
263,data/images/263.jpg,detritus
264,data/images/264.jpg,detritus
265,data/images/265.jpg,detritus
266,data/images/266.jpg,detritus
267,data/images/267.jpg,detritus
268,data/images/268.jpg,detritus
269,data/images/269.jpg,detritus
270,data/images/270.jpg,detritus
271,data/images/271.jpg,detritus
272,data/images/272.jpg,detritus
273,data/images/273.jpg,detritus
274,data/images/274.jpg,detritus
275,data/images/275.jpg,detritus
276,data/images/276.jpg,detritus
277,data/images/277.jpg,detritus
278,data/images/278.jpg,detritus
279,data/images/279.jpg,detritus
280,data/images/280.jpg,detritus
301,data/images/301.jpg,Siphonophorae
302,data/images/302.jpg,Siphonophorae
303,data/images/303.jpg,Siphonophorae
304,data/images/304.jpg,Siphonophorae
305,data/images/305.jpg,Siphonophorae
306,data/images/306.jpg,Siphonophorae
307,data/images/307.jpg,Siphonophorae
308,data/images/308.jpg,Siphonophorae
309,data/images/309.jpg,Siphonophorae
310,data/images/310.jpg,Siphonophorae
311,data/images/311.jpg,Siphonophorae
312,data/images/312.jpg,Siphonophorae
313,data/images/313.jpg,Siphonophorae
314,data/images/314.jpg,Siphonophorae
315,data/images/315.jpg,Siphonophorae
316,data/images/316.jpg,Siphonophorae
317,data/images/317.jpg,Siphonophorae
318,data/images/318.jpg,Siphonophorae
319,data/images/319.jpg,Siphonophorae
320,data/images/320.jpg,Siphonophorae
321,data/images/321.jpg,Siphonophorae
322,data/images/322.jpg,Siphonophorae
323,data/images/323.jpg,Siphonophorae
324,data/images/324.jpg,Siphonophorae
325,data/images/325.jpg,Siphonophorae
326,data/images/326.jpg,Siphonophorae
327,data/images/327.jpg,Siphonophorae
328,data/images/328.jpg,Siphonophorae
329,data/images/329.jpg,Siphonophorae
330,data/images/330.jpg,Siphonophorae
331,data/images/331.jpg,Siphonophorae
332,data/images/332.jpg,Siphonophorae
333,data/images/333.jpg,Siphonophorae
334,data/images/334.jpg,Siphonophorae
335,data/images/335.jpg,Siphonophorae
336,data/images/336.jpg,Siphonophorae
337,data/images/337.jpg,Siphonophorae
338,data/images/338.jpg,Siphonophorae
339,data/images/339.jpg,Siphonophorae
340,data/images/340.jpg,Siphonophorae
341,data/images/341.jpg,Siphonophorae
342,data/images/342.jpg,Siphonophorae
343,data/images/343.jpg,Siphonophorae
344,data/images/344.jpg,Siphonophorae
345,data/images/345.jpg,Siphonophorae
346,data/images/346.jpg,Siphonophorae
347,data/images/347.jpg,Siphonophorae
348,data/images/348.jpg,Siphonophorae
349,data/images/349.jpg,Siphonophorae
350,data/images/350.jpg,Siphonophorae
351,data/images/351.jpg,Siphonophorae
352,data/images/352.jpg,Siphonophorae
353,data/images/353.jpg,Siphonophorae
354,data/images/354.jpg,Siphonophorae
355,data/images/355.jpg,Siphonophorae
356,data/images/356.jpg,Siphonophorae
357,data/images/357.jpg,Siphonophorae
358,data/images/358.jpg,Siphonophorae
359,data/images/359.jpg,Siphonophorae
360,data/images/360.jpg,Siphonophorae
361,data/images/361.jpg,Siphonophorae
362,data/images/362.jpg,Siphonophorae
363,data/images/363.jpg,Siphonophorae
364,data/images/364.jpg,Siphonophorae
365,data/images/365.jpg,Siphonophorae
366,data/images/366.jpg,Siphonophorae
367,data/images/367.jpg,Siphonophorae
368,data/images/368.jpg,Siphonophorae
369,data/images/369.jpg,Siphonophorae
370,data/images/370.jpg,Siphonophorae
371,data/images/371.jpg,Siphonophorae
372,data/images/372.jpg,Siphonophorae
373,data/images/373.jpg,Siphonophorae
374,data/images/374.jpg,Siphonophorae
375,data/images/375.jpg,Siphonophorae
376,data/images/376.jpg,Siphonophorae
377,data/images/377.jpg,Siphonophorae
378,data/images/378.jpg,Siphonophorae
379,data/images/379.jpg,Siphonophorae
380,data/images/380.jpg,Siphonophorae
